name,description,key_skills,department,salary_from,salary_to,area.name,published_at
Дизайнер,"Разработка материалов (иллюстрации, схемы, инфографика) для сайта, социальных сетей, e-mail рассылок, интернет-рекламы. Подготовка файлов к печати в типографии...","Знание программ Adobe IIIustrator, CorelDRAW, Adobe Photoshop и Adobe InDesign на уровне продвинутого пользователя. Обязательно наличие портфолио. Навыки фотографа и...",,52000,,Белгород,2022-12-20T15:41:53+0300
Дизайнер интерфейсов (UX/UI),Разработка интерфейсов для проектов компании. Создание графического контента. Прямое взаимодействие с фронт-энд и бэкэнд специалистами. Проведение регулярных исследовании по...,"Знание основ UX/UI, композиции и типографики. Владение Figma на высоком уровне. Владение Photoshop, Illustrator, After Effects на базовом уровне. ",,50000,,Ставрополь,2022-12-20T15:42:08+0300
Оператор станков с ПУ,работа на станках токарно-фрезерной группы. - работа на станках плазмы. - чтение чертежей. - качественное выполнение сменно-суточного задания.,наличие квалификационного разряда не ниже 3го. - наличие опыта в обработке металла.,,93800,97500,Тимашевск,2022-12-20T15:05:17+0300
Специалист по техническому сопровождению программного обеспечения,Техническое сопровождение программного обеспечения. Прием заявок от пользователей и своевременное реагирование на заявку. Консультация и обучение пользователей. Настройка взаимосвязи торгового...,"Знание программных продуктов 1С. Знание windows, установка, настройка. Знание компьютерного железа, сетевого оборудования, уровень уверенного пользователя. Необходимо разбираться в...",,30000,45000,Тюмень,2022-12-20T15:19:19+0300
Backend разработчик,"Мы российская интеллектуальная облачная платформа для управления операционными и сервисными процессами, распределенными и мобильными сотрудниками с помощью широкого набора инструментов...","Знание и опыт применения паттернов проектирования. ⁃ Следования принципам KISS, DRY. ⁃ Опыт разработки на Laravel не менее 1 года. ⁃ ",,70000,150000,Москва,2022-12-20T15:09:30+0300
Бизнес-аналитик,"Аналитика бизнес-задач, формирование предложений по оптимизации. Интервьюирование ключевых пользователей и владельцев бизнес-процессов. Формализация требований, проверка гипотез, моделирование на...","Наличие высшего экономического/технического образования. Стаж работы в области аналитической деятельности от 1 года. Знание методов сбора, оценки и анализа...","{'id': '12550-12550-pick', 'name': 'ПИК'}",,130000,Москва,2022-12-20T15:24:20+0300
Инженер слаботочных систем,"Конструирование и проектирование систем безопасности (СКУД, видеонаблюдение, АППЗ, диспетчеризация). Обслуживание систем безопасности. Выезды на объекты для осмотра и замеров слаботочных...",Опыт работы в системе ЖКХ. Профильное образование.,,92000,92000,Санкт-Петербург,2022-12-20T15:42:12+0300
Специалист по IT,Транслирование программ Кибершколы по методическим материалам и передача практического опыта детям. Участие в IT-мероприятиях и конференциях. Организация учебной деятельности...,"Высшее или неоконченное высшее образование в сфере IT технологий, возможно рассмотрение так же кандидатур студентов последних курсов . Умение разбираться с...",,28000,40000,Евпатория,2022-12-20T15:00:44+0300
Аналитик базы данных,Главная задача отдела - мониторинг на сайте Главгосэкспертизы. Сбор и анализ данных об объекта строительства. Подготовка и систематизация отчетности; составление оперативных...,"Высшее/ среднее профессиональное образование (экономическое, техническое). Умение обрабатывать большие объёмы данных. Готовность к обучению и развитию на рабочем месте. ",,70000,,Москва,2022-12-20T15:13:22+0300
Ученик токаря,"Обучение в процессе выполнения производственных задач. Работа на токарном универсальном станке и на дополнительном оборудовании (сверлильном, ленточно-пильном станках, механическом...","Образование средне-специальное: станочник широкого профиля, токарь, оператор ЧПУ, наладчик станков с ПУ. Умение читать чертежи. Знания основ металлообработки. ",,45000,,Санкт-Петербург,2022-12-20T15:41:29+0300
Менеджер проектов,"Работа не только в офисе, но и «в поле». Погружение в процессы «на местах» (Склад, Аптеки и т.д.). ",Опыт работы менеджером/руководителем проектов от 3 лет. Опыт управления проектами разработки ПО обязателен. Понимание принципов разработки ПО. ,,150000,,Москва,2022-12-20T15:10:20+0300
Мидл аналитик,"Полный цикл в создании и модификации систем: обследование, проектирование, разработка, приемка и опытная эксплуатация, запуск в продуктив. Написание технических и...","Опыт работы в роли аналитика в IT-компании от 2 лет. Опыт участия в проектах по созданию, внедрению или развитию...",,150000,,Москва,2022-12-20T15:19:03+0300
Проектный менеджер,"Мы помогаем заказчикам автоматизировать и оптимизировать процессы коммуникации с клиентами. — Координация проектов (подготовка, запуск и дальнейшее ведение проектов). — ",Опыт работы в аутсорсинговом контактном-центре. — Опыт ведения масштабных (от 100 FTE ежемесячно на одном проекте) телемаркетинговых проектов направления B...,,,100000,Тольятти,2022-12-20T15:26:31+0300
Аналитик-лингвист,Составление поисковых запросов с помощью логических операторов. Создание тем мониторинга и объектов на основе созданных поисковых запросов. Подготовка пользовательских учетных...,Аналитический склад ума – умение видеть общее в частном и наоборот. Грамотная письменная речь. Ответственность и внимательность. Опыт использования логических операторов...,,30000,40000,Екатеринбург,2022-12-20T15:15:39+0300
Full-stack разработчик ASP.NET Core,Проектирование и разработка программного обеспечения продукта PayLater. Поддержка работающих решений. Адаптация ПО для российских и зарубежных подразделений компании.,"Уверенный опыт на C# ASP.NET Core, версии net core: 3.1, 6. ASP.NET (MVC, WebAPI). Опыт написания сложных SQL запросов. ",,180000,,Москва,2022-12-20T15:41:25+0300
Специалист по EDI и ЭДО,"Перевод поставщиков на edi +эдо. Согласование ДС. Сопровождение настроек. Устранение и контроль ошибок. Взаимодействие с поставщиками, провайдерами, магазинами. ",Опыт работы от 2-х лет. Знание 1С и бухгалтерии. Уверенный пользователь ПК. Наличие высшего экономического/финансового образования.,,46000,68000,Санкт-Петербург,2022-12-20T15:09:59+0300
Аналитик отдела продаж,"Аналитическая работа и выгрузка отчетов (Битрикс24,1С, Excel): сбор данных, проведение аналитики по продажам, анализ текущих ситуаций по...","Опыт на позиции ассистента отдела продаж или начинающего аналитика отдела продаж. Владение инструментарием аналитики Excel на продвинутом уровне (ВПР, свободные...",,80000,100000,Москва,2022-12-20T15:28:31+0300
Руководитель группы прогнозирования и планирования,"Бюджетное планирование продаж по SKU (месяц, квартал, год) в разрезе каналов и клиентов. Оперативное планирование продаж на месяц в разрезе...","Знание Microsoft Office (Word, Excel) - сводные таблицы, ВПР. Высшее образование. Готовность к многозадачности, высокому темпу работы.",,,200000,Москва,2022-12-20T15:56:30+0300
Инженер по ремонту техники,Работа в базе 1С. Контроль сохранности товарно-материальных ценностей компании. Проведение диагностики и ремонта техники. Своевременное проведение сервисных работ. ,Опыт работы в области ремонта и обслуживания бытовой или цифровой техники. Умение работать с паяльным оборудованием.,,69000,79500,Королев,2022-12-20T15:36:49+0300
DevOps инженер,Поддержка команд разработки. Развертывание инфраструктуры для новых проектов. Поддержание и масштабирование инфраструктуры текущих проектов. Реагирование и решение инцидентов.,"Опыт с Amazon API Gateway или аналогами обязателен. Опыт администрирования CI/CD. Опыт работы с Docker, Docker-compose. Знание Kubernetes. ",,100000,180000,Санкт-Петербург,2022-12-20T15:23:48+0300
Механик-холодильщик по ремонту и обслуживанию холодильного оборудования,Диагностика иремонт холодильного оборудования на встроенных агрегатах. Проведение пуско-наладочных работ (настройка) холодильного оборудования на встроенных системах холодоснабжения. ,"Высшее или среднее специальное техническое образование. Опыт монтажа, сборки, диагностики и ремонта холодильного оборудования. Умение читать электрические и гидравлические схемы. ",,70000,,Москва,2022-12-20T15:50:53+0300
Программист 1С,"Доработка программного модуля решений ""1С"". Написание программ с нуля. Администрирование ""1С"". Постоянное самообучение.","Знание азов программирования. Опыт написания программ на любом языке программирования (приветствуется). Выпускник по специальностям: программирование, математика, экономика.",,25000,,Махачкала,2022-12-20T15:10:12+0300
Токарь-универсал,"Работа на станках серии 163, 164,165,16К20, ИЖ 250.",Опыт работы. 4-5 разряд.,,100000,,Набережные Челны,2022-12-20T15:42:40+0300
Инженер по планированию ремонтов оборудования на производстве,Планирования проведения планово-предупредительных ремонтов (ППР) согласно графиков. Организация плановых и аварийных ремонтов. Составление внутренних заявок на закупку ТМЦ для...,"Законченное высшее техническое образование. Желателен опыт работы на производстве от 1 года. Знание механики, гидравлики, электрики и систем управления технологического...",,45000,60000,Екатеринбург,2022-12-20T15:14:19+0300
Инженер сервисного центра,Ремонт банковского оборудования (кассеты). Диагностика оборудования после проведения ремонта. Участие в разгрузке/погрузке оборудования.,"Опыт работы с ручным инструментом. Желательны навыки ремонта оборудования любого вида. Усидчивость, способность осваивать и применять новые знания.",,50000,50000,Зеленоград,2022-12-20T15:28:16+0300
Заместитель начальника отдела городских перевозок (начальник автопарка),"Обеспечивать содержание транспорта в надлежащем состоянии. Работать с персоналом: механики, автослесари, автоэлектрик, автосварщик, водители, снабженец, инженер по БДД. ","Аналогичный опыт работы от 3-х лет. Лидерские качества, аналитический склад ума. Уверенный пользователь ПК - MS Office, 1С Автопредприятие.","{'id': '2343-2343-logi', 'name': 'Компания «СПОРТМАСТЕР», Логистика'}",,100000,Балашиха,2022-12-20T15:18:22+0300
Сервисный инженер,Сервисное обслуживание объектов.,"Знание: работы холодильного контура, электротехника, пневматические системы, ваккумные системы, электромеханика. - Знание стандартных офисных программ.",,60000,,Калуга,2022-12-20T15:51:45+0300
Администратор информационной системы Bitrix 24,"Администрирование и контроль базовых настроек CRM. Раздача и регулирование прав доступов, роли сотрудников. Настройка карточек в CRM (лиды, сделки, задачи...",Умение общаться с заказчиками и приоритизировать задачи. Готовность учиться на ходу и осваивать новую информацию. Желателен опыт работы с корпоративным...,"{'id': '53797-53797-efkoinfo', 'name': ' Информационные технологии'}",,55000,Воронеж,2022-12-20T15:26:35+0300
Токарь-универсал,"Работа на станках серии 163, 164,165,16К20, ИЖ 250.",Опыт работы. 4-5 разряд.,,100000,,Чебоксары,2022-12-20T15:42:40+0300
Программист 1С,"Автоматизация 1С, написание методов для интеграций с партнерами и поставщиками (сайты, CRM системы). Формирование фидов. Автоматизация бухгалтерского учета. ","Опыт работы в аналогичной позиции от 3х лет. Продвинутый пользователь 1С программирование, 1С: Зарплата и управление персоналом...",,200000,,Москва,2022-12-20T15:26:33+0300
Инженер-программист АСУ ТП,"Разработка и модернизация программного обеспечения АСУ ТП: программируемых логических контроллеров, панелей оператора и SCADA. Участие в пуско-наладочных работах, сдача...","Знание: LD, FBD, SFC, ST, IL согласно ГОСТ Р МЭК 61131-3. Опыт программирования контроллеров в среде CodeSys, Epsilon LD. ",,100000,,Пермь,2022-12-20T15:02:17+0300
Руководитель отдела коммерческих перевозок,"Прием и закрытие заявок на грузоперевозки , спецтехники, перевозку людей от заказчиков коммерческим (сторонним) транспортом. Знание базы перевозчиков и постоянное ее...","Умение поддерживать теплый деловой контакт с ключевыми клиентами. Опыт работы с крупными производственными предприятиями. Знание ресурсов поставщика (ATI, Cargo Cash). ",,80000,,Тверь,2022-12-20T15:19:17+0300
Программист 1C,Поддержка конфигураций 1С на обычных и управляемых формах. — Доработка типовых и нетиповых конфигураций 1С. — Администрирование 1С (пользователи...,"Опыт программирования 1С 8.3. — Опыт работы с конфигурациями 1С. — Высшее образование. — Умение работать в команде, ответственность.",,100000,,Набережные Челны,2022-12-20T15:11:43+0300
Токарь-расточник,Работа на расточных станках.,Опыт работы в данной профессии от 1 года. Положительный результат собеседования с производственным мастером. Желание работать и зарабатывать.,,136000,,Воронеж,2022-12-20T15:26:05+0300
Фрезеровщик,"Обязанности: работа на фрезерном станке, продольное фрезерование, поперечное фрезерование.","Требования:не ниже 4 разряда, ответственность, умение настраивать станок, умение самостоятельно читать чертежи.",,2500,3000,Минск,2022-12-20T15:44:03+0300
Специалист по обслуживанию холодильного оборудования,"Ремонт и обслуживание холодильного оборудования.Ведение отчетности, соблюдение графика ППР. Умение проводить диагностику неисправностей.","Опыт работы с промышленным холодильным оборудованием. Теоретические и практические знание в области холодильной техники, компрессорного холодильного оборудования, электрике и системах...",,80000,80000,Люберцы,2022-12-20T15:17:18+0300
Арт-директор,"Подбор арт-команды, личный контроль проведения арт-программы. Личный контроль проведения арт программы по утвержденному графику. Вовлечение барменов и официантов...","Умение строить команду и отвечать за результат. От 3 лет работы арт директором в клубах, барах, ресторанах.",,100000,,Зеленоград,2022-12-20T15:43:33+0300
Наладчик станков с ЧПУ,"Работаем с 1955 года. Производим карданные валы для сельхозтехники, запчасти и комплектующие, выполняем механическую обработку различных деталей. Наладка станков с...",Имеете опыт написания программ для системы Fanuc или аналогичных систем от 6 месяцев. Умеете читать чертежи и техническую документацию. ,,75000,85000,Аксай (Ростовская область),2022-12-20T15:50:06+0300
Программист 1С,"Внедрение, поддержка и доработка конфигураций на платформах 1С 8.2/8.3. Работать в тесном сотрудничестве с командой. ",Опыт разработки на платформе 1С 8.2/8.3 не менее 3-х лет. Опыт работы с конфигурациями 1...,,150000,180000,Дзержинск (Нижегородская область),2022-12-20T15:18:17+0300
Токарь-универсал,"Работа на станках серии 163, 164,165,16К20, ИЖ 250.",Опыт работы. 4-5 разряд.,,100000,,Ижевск,2022-12-20T15:42:40+0300
Системный администратор,"Обслуживание ПК и орг. техники, торгового оборудования, систем видеонаблюдения на магазинах торговой сети.",Опыт работы в аналогичной должности. Знание офисных и почтовых программ. Опыт программного и аппаратного ремонта. Понимание устройства локальных сетей и...,,78000,90000,Орехово-Зуево,2022-12-20T15:17:36+0300
Токарь-расточник,Работа на расточных станках.,Опыт работы в данной профессии от 1 года. Положительный результат собеседования с производственным мастером. Желание работать и зарабатывать.,,136000,,Павловск (Воронежская область),2022-12-20T15:25:32+0300
Руководитель проектов,"Работа не только в офисе, но и «в поле». Погружение в процессы «на местах» (Склад, Аптеки и т.д.). ",Опыт работы менеджером/руководителем проектов от 3 лет. Опыт управления проектами разработки ПО обязателен. Понимание принципов разработки ПО. ,,150000,,Москва,2022-12-20T15:17:33+0300
Станочник широкого профиля,"Обработка деталей на токарных и фрезерных станках по 6-7 квалитетам, на. Сверлильных станках по 6 квалитету и на шлифовальных...",Высшее/ среднее профессиональное образование (техническая специальность). Наличие удостоверения станочника широкого профиля 5/6 разряда. Знание основных принципов по ремонту и...,,40000,,Сыктывкар,2022-12-20T15:10:27+0300
Универсальный специалист связи,"Устранение повреждений на линиях связей. Проводить работы по подключение клиентов к услугам. Монтаж, настройка, подключение клиентского оборудования.","Среднее профессиональное образование. Знание отрасли телекоммуникаций, принципы построение сетей связи. Знание компьютера на уровне пользователя пакета программ Microsoft office.",,25000,,Фатеж,2022-12-20T15:21:55+0300
Токарь-универсал,Работа на производстве.,Опыт. Стаж.Удостоверение. Запись в трудовой.,,70000,130000,Калуга,2022-12-20T15:33:20+0300
Установщик интернет оборудования (г. Троицк),"Проводить эксплуатация мультисервисных сетей ПАО «Ростелеком». Проводить техническое обслуживанию ТВ, интернет и телефонии. Проводить замену и доустановка домового оборудования. ","У Вас среднее профессиональное образование. У Вас есть навыки монтажа кабельных линий, подключения Интернет, настройки роутеров, ТВ приставок.",,65000,,Троицк (Московская область),2022-12-20T15:33:00+0300
Дизайн-менеджер,"Управление проектированием до выдачи рабочей документации. Управление и координация групп разработки концепций (градостроительство, архитектура, благоустройство, интерьер) и группы рабочего проектирования. ","Высшее образование (лучше – архитектурное, строительное). Опыт успешного управления проектами от трёх лет. Опыт работы в международных компаниях будет плюсом. ",,100000,,Екатеринбург,2022-12-20T15:35:26+0300
Механик,"Правила и нормы охраны труда, требования промышленной безопасности при производстве ремонтных работ. Организацию и технологию ремонтных работ. Составление графика ППР...",,,50000,52000,Нижнекамск,2022-12-20T15:32:37+0300
Сервисный инженер,"Устранять повреждения абонентской проводки в помещении абонента, в подъезде. Исправлять неполадки в настройке абонентского оборудования (Роутеры, ТВ приставки и др.). ","Среднее профессиональное образование. Есть навыки монтажа кабельных линий, подключения Интернет, работы с электроинструментом (перфоратор, дрель), настройки роутеров, ТВ приставок. ",,40000,,Тюмень,2022-12-20T15:10:05+0300
Инженер линейных сооружений связи,"Строительство и эксплуатация линий связи, волоконно-оптических линий связи, медных. Строительство и эксплуатация систем охранного видеонаблюдения. Монтаж новых узлов связи...","Опыт строительства волоконно-оптических линий связи, сварка оптического волокна, измерения волоконо-птических линий связи. Знание принципов функционирования активного оборудования доступа...",,50000,80000,Самара,2022-12-20T15:32:40+0300
Фрезеровщик,Фрезерование сложных деталей и инструмента по 7-10 квалитетам на горизонтальных и вертикальных фрезерных станках с применением режущего инструмента и...,Среднее специальное образование. Высшее образование.,,35000,83000,Казань,2022-12-20T15:47:14+0300
Сервисный инженер,Диагностика неисправностей. Восстановительный ремонт . Техническое обслуживание . Замена расходных материалов. Заполнение сопутствующей документации.,"Уверенное знание персонального компьютера (сборка, настройка ПО, подключение интернета и т.д.). Опыт обслуживания офисной техники, бытовой техники/электроники или...",,50000,,Самара,2022-12-20T15:51:15+0300
Токарь-универсал,"Работа на станках серии 163, 164,165,16К20, ИЖ 250.",Опыт работы. 4-5 разряд.,,100000,,Алексин,2022-12-20T15:42:40+0300
Research and strategy Analyst (Senior),"Perform mortgage market and housing market studies, reveal trends in it, and try to make forecasts through the prism of...",Degree in Banking/Economics/Finance or equivalent professional qualification. At least 3 years of working experience in a financial institution. ,,14000000,,Ташкент,2022-12-20T15:54:33+0300
Токарь-универсал,"Работа на станках серии 163, 164,165,16К20, ИЖ 250.",Опыт работы. 4-5 разряд.,,100000,,Нижний Тагил,2022-12-20T15:42:40+0300
Токарь-универсал,"Работа на станках серии 163, 164,165,16К20, ИЖ 250.",Опыт работы. 4-5 разряд.,,100000,,Самара,2022-12-20T15:42:40+0300
Программист 1С,"Внедрение, поддержка и доработка конфигураций на платформах 1С 8.2/8.3. Работать в тесном сотрудничестве с командой. ",Опыт разработки на платформе 1С 8.2/8.3 не менее 3-х лет. Опыт работы с конфигурациями 1...,,150000,180000,Нижний Новгород,2022-12-20T15:18:17+0300
Оператор станков с ПУ,работа на станках токарно-фрезерной группы. - работа на станках плазмы. - чтение чертежей. - качественное выполнение сменно-суточного задания.,наличие квалификационного разряда не ниже 3го. - наличие опыта в обработке металла.,,93800,97500,Воронеж,2022-12-20T15:05:17+0300
Консультант 1С (удаленно),"Консультирование пользователей по работе с типовыми и нетиповыми конфигурациями 1С (первая линия поддержки). Определение необходимости доработки, постановка задач для...","Понимание ""учетной логики"" решений 1С:Предприятие, знание одной из предметных областей: бух., упр., опер. учет, консолидированная отчетность. ",,60000,80000,Воронеж,2022-12-20T15:19:03+0300
Токарь-универсал,"Работа на станках серии 163, 164,165,16К20, ИЖ 250.",Опыт работы. 4-5 разряд.,,100000,,Альметьевск,2022-12-20T15:42:40+0300
Специалист по поддержке сайтов на 1С-Битрикс,"Поддержка существующих решений,разработка, администрирование сайтов, вёрстка. Работа с ПО: Браузеры, FTP, сервера Apache+PHP, кроссбраузерная вёрстка, Наполнение контентом, минимальные доработки.",,,30000,35000,Великий Новгород,2022-12-20T15:53:28+0300
Электромеханик,"Составлять годовые графики планово-предупредительных ремонтов. Обеспечивать правильную организацию и бесперебойное ведение производства работ. Организовывать учет, составление и своевременное представление...",Высшее или среднее профессиональное (электротехническое) образование. Группа допуска 5 до и свыше 1000 В.,,67000,,Нижневартовск,2022-12-20T15:37:40+0300
Токарь-фрезеровщик,Выполнение работ по на токарном станке.,"4-5 разряд, опыт работы от 1 года.",,93800,97500,Воронеж,2022-12-20T15:06:29+0300
Токарь-фрезеровщик,Выполнение работ по на токарном станке.,"4-5 разряд, опыт работы от 1 года.",,93800,97500,Ростов-на-Дону,2022-12-20T15:06:29+0300
Токарь-универсал,"Работа на станках серии 163, 164,165,16К20, ИЖ 250.",Опыт работы. 4-5 разряд.,,100000,,Екатеринбург,2022-12-20T15:42:40+0300
Administrator Openshift,Развертывание отказоустойчивых высоконагруженных кластеров openshift для нужд команды и на инфраструктуре заказчиков. Взаимодействие с командами разработки и эксплуатации по развитию...,"Опыт работы с системами контейнеризации. Создание и оптимизация docker-образов. Построение процессов непрерывной разработки, развертывания и интеграции цифровых продуктов. ",,,300000,Нижний Новгород,2022-12-20T15:17:49+0300
Инженер по слаботочным системам,Эксплуатация слаботочного оборудования. Обеспечение бесперебойной работы оборудования. O ОПС (Болид). O АУПТ. O Автоматика теплового пункта. O Диспетчеризация. O Шлагбаумы. ,Знание эксплуатации слаботочного оборудования:,,,55000,Москва,2022-12-20T15:38:48+0300
Программист 1C (удаленно),Программирование и доработка по техническому заданию и без него. — Выгрузка информации из баз 1С:УТ на сайт и загрузка...,Опыт создания новых документов и модификация существующих. — Опыт создания отчетов в том числе и на СКД (системы компоновки данных). — ,,200000,,Москва,2022-12-20T15:39:20+0300
Мастер по обслуживанию абонентов,"Диагностировать и выявлять неисправности у существующих абонентов компании. Проводить монтаж, установку и настройку абонентского оборудования. Демонстрировать работоспособность услуг. ","Готовность к разъездному характеру работы. Уверенный пользователь ПК. Опыт монтажных работ линий связи, настройки роутеров/модемов будет преимуществом.",,60000,,Пыть-Ях,2022-12-20T15:10:10+0300
Программист станков с ЧПУ NX,"Технологическая подготовка и сопровождение производства (фрезерная группа, токарная группа, электроэрозионная группа, ГРС). Написание управляющих программ. Разработка (написание) и внедрение управляющих...","Высшее/средне техническое образование. Уверенная работа в CAD/CAM систем , NX, Solidworks. Умение читать чертежи. Уверенный пользователь ПК.",,90000,,Санкт-Петербург,2022-12-20T15:23:27+0300
Ревизор (Восток Москвы и Московской области),"Проведение инвентаризаций магазинов. Контроль соответствия остатков в базе данных с фактическими остатками магазина, выявление отклонений в БД, контроль остатков денежных...","Образование не ниже среднего специального. Готовность к разъездному характеру работы. Опыт работы в должности ревизора, товароведа, директора магазина в розничных...",,64000,64000,Москва,2022-12-20T15:15:29+0300
Токарь-универсал,"Работа на станках серии 163, 164,165,16К20, ИЖ 250.",Опыт работы. 4-5 разряд.,,100000,,Липецк,2022-12-20T15:42:40+0300
Менеджер проектов (производство нефтегазового оборудования),"Составление комплексного план-графика выполнения работ по проекту. Проведение предварительного анализа ОЛ, ТЗ полученных от Заказчика. Осуществление общего руководства работами...","Опыт работы в данной должности на предприятиях, производящих нефтегазовое оборудование. Высшее образование (желательно техническое). Опыт работы по составлению плана графика...",,,120000,Уфа,2022-12-20T15:38:35+0300
Токарь,Изготовление серийной продукции из цветных металлов диаметром от 10 до 50 мм. - Подготовка токарного станка к работе. - Использование дополнительных приборов...,"Среднее профессиональное образование. - Умение разбираться в чертежах. - Знать устройство, правила наладки и проверки на точность токарных станков. - Знать устройство и...",,55000,80000,Москва,2022-12-20T15:19:35+0300
Заместитель начальника отдела городских перевозок (начальник автопарка),"Обеспечивать содержание транспорта в надлежащем состоянии. Работать с персоналом: механики, автослесари, автоэлектрик, автосварщик, водители, снабженец, инженер по БДД. ","Аналогичный опыт работы от 3-х лет. Лидерские качества, аналитический склад ума. Уверенный пользователь ПК - MS Office, 1С Автопредприятие.","{'id': '2343-2343-logi', 'name': 'Компания «СПОРТМАСТЕР», Логистика'}",,100000,Люберцы,2022-12-20T15:18:22+0300
Токарь-универсал,"Работа на станках серии 163, 164,165,16К20, ИЖ 250.",Опыт работы. 4-5 разряд.,,100000,,Арзамас,2022-12-20T15:42:40+0300
Аналитик,"Поддержание в актуальном состоянии базы номенклатуры продаж. Анализ работы с поставщиками и производителями. Анализ остатков, прогноз оборачиваемости, продаж. ","Высшее образование (экономическое, техническое, IT, маркетинг). Опыт работы в аналогичной должности не менее 3-х лет. Знание 1С Управление...",,30000,50000,Белгород,2022-12-20T15:52:58+0300
Директор ИТ (производство),"Построение производительной, отказоустойчивой и масштабируемой ИТ-инфраструктуры компании с нуля. Эксплуатация ИТ-инфраструктуры организации. Сопровождение проектов по развитию серверной и...",Опыт работы в качестве системного архитектора или главного инженера проектов по ИТ-инфраструктуре не менее 3-х лет. ,,180000,,Москва,2022-12-20T15:29:58+0300
